SIZE,toupper_rawloop,toupper_rawloop_algo,toupper_transform,toupper_branch,toupper_lookup
5000,1.789276,10.343389,10.340612,8.098857,2.33648
5100,2.346439,10.341417,10.342675,8.374293,2.336181
5100,2.341457,10.34009,10.357358,8.154452,2.335712
5100,2.341889,10.413894,10.341147,8.24794,2.33563
5100,2.340618,10.341736,10.341266,8.245261,2.35236
5100,2.340925,10.357946,10.355123,8.156299,2.335943
5100,2.340794,10.341191,10.341047,8.239215,2.335505
5100,2.340838,10.341642,10.440656,8.218355,2.335843
5100,2.340969,10.36274,10.341003,8.271492,2.33578
5100,2.341075,10.340997,10.341366,8.19807,2.335687
5100,2.340299,10.509103,10.432789,8.164022,2.335849
5200,2.116646,10.366879,10.309902,8.415714,2.335899
5200,2.340203,10.340423,10.354486,8.15316,2.347213
5200,2.341068,10.404502,10.341294,8.273191,2.335488
5200,2.34016,10.340466,10.341116,8.278937,2.335249
5200,2.340976,10.363589,10.352055,8.210303,2.335359
5200,2.340479,10.340429,10.341049,8.291558,2.335335
5200,2.340712,10.340386,10.351883,8.330531,2.335286
5200,2.340424,10.501244,10.340908,8.305111,2.335562
5200,2.340749,10.340588,10.340895,8.275027,2.345936
5200,2.339865,10.364301,10.351809,8.346288,2.335421
5300,2.349505,10.342749,10.341267,8.617412,2.335123
5300,2.339995,10.340171,10.354035,8.505795,2.334701
5300,2.338923,10.404246,10.339063,8.332078,2.334797
5300,2.339116,10.334726,10.357697,8.357794,2.334966
5300,2.339092,10.355137,10.339129,8.230102,2.334948
5300,2.339164,10.342297,10.352343,8.233168,2.334966
5300,2.339098,10.504354,10.338816,8.190804,2.334876
5300,2.339429,10.334672,10.33902,8.132897,2.346174
5300,2.339061,10.334425,10.357956,8.28156,2.334743
5300,1.876655,10.3601,10.3389,8.349616,2.334846
5400,2.346682,10.336541,10.355746,8.810204,2.334753
5400,2.339913,10.359683,10.338681,8.595861,2.345866
5400,2.140295,10.33413,10.361924,8.538665,2.334239
5400,2.33947,10.408952,10.338864,8.567452,2.334564
5400,1.868278,10.334502,10.338356,8.581928,2.334605
5400,1.820859,10.348659,10.356598,8.524212,2.334457
5400,1.784931,10.334508,10.338244,8.542578,2.334587
5400,1.785108,10.334118,10.350131,8.584275,2.33457
5400,1.784872,10.506379,10.338315,8.551746,2.334416
5400,1.784878,10.334218,10.349345,8.599963,2.348106
5500,2.346091,10.342991,10.334982,8.816815,2.334165
5500,1.901428,10.33923,10.350385,8.488822,2.333898
5500,1.78492,10.409095,10.334175,8.459636,2.344895
5500,1.784171,10.339172,10.352892,8.663599,2.333909
5500,1.784247,10.359178,10.333845,8.752644,2.333735
5500,1.785158,10.338975,10.350658,8.628551,2.333845
5500,1.784177,10.363217,10.33428,8.676019,2.333938
5500,1.784903,10.339294,10.34533,8.683215,2.333932
5500,1.983863,10.509393,10.333717,8.701096,2.334147
5500,2.339272,10.340159,10.333891,8.649339,2.333822
5600,2.25887,10.33964,10.357749,8.817284,2.334059
5600,2.338567,10.337366,10.338466,8.721154,2.333472
5600,2.339479,10.399775,10.358051,8.825937,2.333671
5600,2.338436,10.33715,10.337104,8.979586,2.333648
5600,2.33826,10.353172,10.337024,8.885941,2.333512
5600,2.338351,10.337229,10.347883,8.827658,2.333517
5600,2.338408,10.498163,10.337155,8.819183,2.333694
5600,2.266594,10.337349,10.347267,8.850914,2.33362
5600,2.338254,10.352158,10.337024,8.762958,2.344826
5600,1.936832,10.337121,10.347096,8.800589,2.333443
5700,1.796794,10.339224,10.354114,8.928651,2.333834
5700,1.782491,10.36047,10.337656,8.743851,2.333358
5700,1.782676,10.33755,10.354837,8.838424,2.333425
5700,1.782844,10.397638,10.337118,8.887228,2.344524
5700,1.782749,10.337634,10.355106,9.041346,2.333167
5700,1.782508,10.352586,10.336866,8.925123,2.333218
5700,1.819104,10.337454,10.347674,8.839953,2.333167
5700,1.782738,10.495486,10.337981,9.001983,2.33324
5700,1.782463,10.338591,10.348374,9.028785,2.33338
5700,2.298705,10.337415,10.338031,9.068886,2.333363
5800,1.855262,10.34869,10.357385,9.130529,2.333732
5800,1.781917,10.338211,10.337468,8.917639,2.332785
5800,1.783866,10.395733,10.336896,8.979278,2.332659
5800,1.781769,10.337259,10.35979,8.83708,2.332818
5800,1.781829,10.350886,10.337446,8.883578,2.332934
5800,1.781664,10.337331,10.348266,9.079297,2.343176
5800,1.781791,10.498659,10.337237,9.1952,2.332631
5800,1.781934,10.337974,10.347649,8.969779,2.332653
5800,1.781736,10.351507,10.337298,8.930523,2.33295
5800,1.781697,10.337138,10.347583,9.015892,2.332972
5900,2.34685,10.442688,10.351223,9.309024,2.332973
5900,2.338594,10.336075,10.332791,8.977197,2.333054
5900,1.874959,10.393179,10.331747,8.977532,2.332319
5900,1.788478,10.335236,10.350233,9.053551,2.332632
5900,1.788726,10.353328,10.331498,9.046858,2.344302
5900,1.788499,10.335361,10.341885,9.089869,2.332357
5900,1.788332,10.462586,10.331481,8.988813,2.332394
5900,1.788645,10.335366,10.351072,8.944747,2.332584
5900,2.261321,10.349016,10.331628,8.950758,2.332459
5900,2.33808,10.33516,10.342556,9.012098,2.332616
6000,1.930644,10.337893,10.35123,9.330019,2.332527
6000,1.789323,10.355699,10.336159,9.152789,2.332107
6000,1.942715,10.335909,10.35272,9.046389,2.331809
6000,2.338188,10.336366,10.335946,9.039276,2.33174
6000,2.338252,10.389753,10.355811,9.030349,2.331724
6000,2.337901,10.336574,10.336505,9.031147,2.331612
6000,2.338007,10.353736,10.345958,9.094019,2.331836
6000,2.338284,10.335888,10.335749,8.944032,2.331873
6000,2.338081,10.486768,10.345676,8.945261,2.341672
6000,2.261426,10.335914,10.336015,8.980086,2.331639
6100,2.345356,10.359683,10.347742,9.37111,2.342342
6100,2.337716,10.335738,10.334304,9.223771,2.331348
6100,2.337596,10.426668,10.348307,9.201013,2.331562
6100,1.991206,10.335215,10.334388,9.207753,2.33151
6100,1.788854,10.34882,10.344074,9.210825,2.33151
6100,1.788865,10.335167,10.335283,9.158308,2.331285
6100,1.789058,10.47212,10.345194,9.145446,2.331316
6100,1.788734,10.335115,10.334388,9.03213,2.331358
6100,1.788949,10.359013,10.343723,9.010419,2.331332
6100,1.788839,10.343482,10.334267,8.996882,2.340673
6200,2.342743,10.336798,10.334553,9.168793,2.331324
6200,2.337162,10.360326,10.349458,9.200822,2.33102
6200,2.337038,10.335016,10.334203,9.378003,2.330968
6200,2.336961,10.406528,10.351584,9.394972,2.331004
6200,2.336904,10.335047,10.335243,9.438934,2.330747
6200,2.049557,10.346739,10.35006,9.454091,2.330762
6200,1.787,10.342554,10.343341,9.476811,2.330814
6200,1.78699,10.350915,10.33374,9.517046,2.340997
6200,1.792318,10.334697,10.344711,9.592372,2.330778
6200,1.787015,10.478095,10.3341,9.599724,2.330989
6300,2.343551,10.35769,10.347674,9.339042,2.330631
6300,2.336281,10.333441,10.329915,9.1299,2.330439
6300,2.335916,9.340126,10.356429,9.176813,2.330418
6300,2.343029,10.334764,10.329763,9.197054,2.330499
6300,1.785321,10.346782,10.345034,9.258325,2.330677
6300,1.78522,10.333269,10.329758,9.338475,2.340729
6300,1.785306,10.47547,10.353374,9.214438,2.330469
6300,1.785194,10.333659,10.329596,9.22336,2.330591
6300,1.78521,10.347755,10.344927,9.274559,2.33057
6300,1.785281,10.334039,10.329753,9.269872,2.33052
6400,2.340893,10.354374,10.36194,9.406515,2.330335
6400,2.195622,10.329521,10.344145,9.241249,2.33995
6400,1.784767,10.391521,10.333896,9.187135,2.33018
6400,1.784557,10.329646,10.343317,9.159878,2.33024
6400,1.784597,10.341606,10.333023,9.153544,2.33033
6400,1.784672,10.329282,10.342494,9.176815,2.329946
6400,1.784597,10.344833,10.332933,9.179773,2.33027
6400,1.784463,10.330379,10.34205,9.221583,2.33019
6400,1.784473,10.465271,10.333706,9.193095,2.3302
6400,1.784532,10.330394,10.342519,9.135993,2.339581
6500,2.077702,10.35416,10.35059,9.424341,2.330347
6500,2.335444,10.333182,10.341137,9.230105,2.339044
6500,2.335434,10.38636,10.349539,9.128585,2.329698
6500,2.247458,10.33302,10.332366,9.144063,2.329757
6500,2.335287,10.34566,10.342242,9.091788,2.329693
6500,2.276235,10.332971,10.332371,9.382319,2.329708
6500,2.3299,10.500973,10.341682,9.243305,2.329772
6500,1.855333,10.333697,10.341918,9.243909,2.329821
6500,2.330018,10.346927,10.332391,9.249581,2.329531
6500,2.335306,10.333378,10.34207,9.205419,2.338332
6600,2.340877,10.347859,10.348991,9.326903,2.329802
6600,2.33533,10.331991,10.331972,9.254193,2.329314
6600,2.33505,10.348981,10.349306,9.280784,2.329285
6600,2.334759,10.332253,10.343579,9.195422,2.329396
6600,2.334929,10.382236,10.331861,9.228314,2.329367
6600,2.186235,10.332741,10.341301,9.219313,2.329212
6600,2.335141,10.463787,10.331957,9.184066,2.329386
6600,2.334788,10.33263,10.342278,9.12512,2.34953
6600,1.818047,10.60689,10.331841,9.262396,2.329362
6600,1.785184,10.333433,10.340803,9.355621,2.329377
6700,1.79702,10.358183,10.337135,9.49661,2.329474
6700,1.783361,10.337787,10.353852,9.215771,2.328731
6700,1.783604,10.386897,10.336444,9.307658,2.32884
6700,1.829978,10.336253,10.34581,9.209873,2.328759
6700,1.78349,10.348655,10.337316,9.296181,2.338397
6700,1.783213,10.33662,10.346106,9.208677,2.328859
6700,1.783308,10.471466,10.337311,9.295828,2.328883
6700,1.783361,10.344981,10.346311,9.246743,2.328902
6700,1.783251,10.349607,10.337249,9.232088,2.328774
6700,1.783275,10.351161,10.345806,9.297386,2.328959
6800,2.38879,10.333293,10.357491,9.645337,2.329174
6800,2.334047,10.390359,10.331021,9.405599,2.328423
6800,2.334014,10.330903,10.340418,9.435575,2.328663
6800,2.334042,10.34852,10.331157,9.470847,2.328602
6800,2.334084,10.331119,10.339658,9.408167,2.328517
6800,2.33399,10.468009,10.340324,9.450817,2.337727
6800,2.334,10.343986,10.332072,9.446954,2.328569
6800,2.334183,10.331884,10.338667,9.304511,2.328686
6800,1.808127,10.345094,10.328045,9.338572,2.328606
6800,1.781648,10.330946,10.336532,9.345049,2.32871
6900,1.828516,10.332879,10.342075,9.576273,2.328407
6900,2.333653,10.348566,10.331283,9.473893,2.32793
6900,2.333643,10.330529,10.342797,9.425925,2.328018
6900,2.33449,10.386019,10.330256,9.435168,2.342526
6900,2.333514,10.330519,10.340456,9.43731,2.328171
6900,2.333648,10.346151,10.340863,9.401032,2.328083
6900,2.333403,10.455581,10.330598,9.4743,2.328092
6900,2.33356,10.330464,10.344384,9.546097,2.328027
6900,2.272126,10.34765,10.330482,9.54043,2.328162
6900,1.780794,10.330469,10.341011,9.386853,2.328037
7000,2.339321,10.647696,10.639702,9.642927,2.327994
7000,2.333347,10.675899,10.656068,9.410481,2.32772
7000,1.863403,10.645749,10.647399,9.552074,2.327743
7000,1.780055,10.69584,10.672133,9.559306,2.327853
7000,1.781095,10.661358,10.659027,9.502438,2.327679
7000,1.780115,10.653637,10.648694,9.512625,2.32783
7000,1.780064,10.802006,10.651832,9.532602,2.337634
7000,1.78006,10.649561,10.64718,9.519274,2.327903
7000,1.803767,10.663469,10.650888,9.536492,2.327871
7000,1.780146,10.665589,10.649333,9.568139,2.327857
7100,2.339952,10.347475,10.346324,9.683476,2.327714
7100,1.922326,10.36491,10.326412,9.51247,2.347307
7100,1.780187,10.326259,10.335471,9.566572,2.327305
7100,1.780071,10.340596,10.326579,9.574543,2.327269
7100,1.780291,10.326205,10.334577,9.541158,2.327233
7100,1.780192,10.446103,10.341707,9.61652,2.327364
7100,1.780115,10.326232,10.326453,9.543334,2.327418
7100,1.780259,10.337189,10.339158,9.471581,2.327481
7100,1.780138,10.34039,10.327244,9.495045,2.327445
7100,1.780286,10.326178,10.334869,9.53302,2.337416
7200,1.789466,10.331462,10.330855,9.572515,2.327332
7200,1.779695,10.350676,10.346265,9.483543,2.327114
7200,1.779682,10.388763,10.343707,9.546022,2.327274
7200,1.779642,10.33038,10.330247,9.550987,2.394567
7200,1.779677,10.348752,10.339846,9.462533,2.327114
7200,1.779589,10.33038,10.329343,9.48478,2.327159
7200,1.804588,10.454203,10.339486,9.53332,2.327159
7200,1.779584,10.342235,10.329556,9.495761,2.327088
7200,1.779491,10.330208,10.33754,9.556586,2.327216
7200,1.779589,10.344421,10.337474,9.548389,2.326955
7300,2.338455,10.330484,10.327073,9.656412,2.327069
7300,2.332075,10.39327,10.335058,9.577181,2.335621
7300,2.331883,10.344616,10.337065,9.691218,2.32692
7300,2.332014,10.329946,10.325788,9.697624,2.326824
7300,2.331892,10.462633,10.334078,9.671485,2.326977
7300,2.331822,10.336667,10.325914,9.61764,2.32692
7300,2.109991,10.341988,10.333807,9.57405,2.326824
7300,1.778246,10.343899,10.342207,9.650549,2.326937
7300,1.778329,10.329907,10.325823,9.537591,2.334747
7300,1.77815,10.348328,10.333999,9.565567,2.326841
7400,2.336893,10.340764,10.346139,9.723432,2.32683
7400,2.06123,10.326124,10.328467,9.628577,2.326623
7400,2.331333,10.378999,10.336943,9.6142,2.32655
7400,2.33126,10.341528,10.39976,9.617729,2.326368
7400,1.856075,10.325641,10.329428,9.476871,2.326446
7400,1.778673,10.446402,10.337861,9.577242,2.334767
7400,1.777767,10.326405,10.32926,9.588583,2.326494
7400,1.779212,10.336071,10.336874,9.584951,2.326377
7400,1.779346,10.338677,10.336615,9.644783,2.326442
7400,1.779152,10.326249,10.328717,9.655796,2.326373
7500,2.030623,10.330951,10.329729,9.783093,2.339651
7500,1.776978,10.378686,10.337752,9.593369,2.326257
7500,1.776948,10.328835,10.328814,9.600885,2.326236
7500,1.776901,10.344659,10.336956,9.565986,2.326262
7500,1.777029,10.44945,10.336534,9.558389,2.326257
7500,1.776871,10.329023,10.328835,9.508168,2.326266
7500,1.784239,10.349205,10.336364,9.522166,2.326257
7500,1.776901,10.328797,10.336658,9.531159,2.32627
7500,1.776982,10.33945,10.329461,9.572319,2.33571
7500,1.796394,10.337032,10.336717,9.551158,2.326198
7600,2.325019,10.356104,10.344016,9.859605,2.334931
7600,2.330857,10.328598,10.336855,9.674238,2.325842
7600,2.330899,10.372505,10.328644,9.649769,2.325905
7600,1.831368,10.338287,10.340282,9.596534,2.325632
7600,1.777986,10.32851,10.336368,9.584547,2.32583
7600,1.777902,10.43973,10.329018,9.573871,2.325905
7600,1.777856,10.339589,10.336549,9.580368,2.325792
7600,1.777923,10.329106,10.328611,9.511379,2.33357
7600,1.777986,10.342088,10.336171,9.547503,2.325943
7600,1.777961,10.328644,10.336641,9.780019,2.325784
7700,2.331967,10.348912,10.328943,9.833051,2.326205
7700,2.33074,10.382295,10.336484,9.688325,2.325451
7700,2.232336,10.329018,10.328354,9.686398,2.325554
7700,1.780589,10.338071,10.335422,9.711075,2.325534
7700,1.780415,10.328686,10.335211,9.699854,2.325484
7700,1.780522,10.341516,10.328421,9.749508,2.333605
7700,1.780498,10.451707,10.334888,9.74642,2.325447
7700,1.780336,10.328309,10.335053,9.71564,2.328771
7700,1.780543,10.339174,10.32755,9.574935,2.32538
7700,1.780427,10.337715,10.336173,9.581277,2.325666
7800,1.819407,10.404218,10.333388,9.908525,2.325683
7800,1.779712,10.367952,10.324323,9.784151,2.333446
7800,1.779344,10.327086,10.331964,9.772918,2.325282
7800,1.779384,10.340541,10.324188,9.675001,2.325221
7800,1.779311,10.422829,10.332082,9.684172,2.325094
7800,1.779266,10.327049,10.333265,9.663121,2.325188
7800,1.77936,10.414976,10.32445,9.646555,2.325188
7800,1.779409,10.337042,10.332684,9.774526,2.325274
7800,1.779335,10.327008,10.331812,9.739299,2.325098
7800,1.794096,10.334738,10.324184,9.778946,2.332403
7900,2.333659,10.342112,10.328649,10.027931,2.325356
7900,2.32898,10.32692,10.336266,9.827562,2.325041
7900,2.329198,10.373774,10.335284,9.807711,2.334358
7900,1.864855,10.336048,10.32772,9.867232,2.324915
7900,1.804809,10.327688,10.33547,9.791638,2.325049
7900,1.782704,10.435872,10.328059,9.819865,2.325089
7900,1.782619,10.338044,10.334969,9.857902,2.325045
7900,1.78274,10.326823,10.335276,9.780134,2.324891
7900,1.782623,10.340233,10.32789,9.813873,2.325045
7900,1.782704,10.343131,10.335437,9.675005,2.332398
8000,2.334872,10.346732,10.327457,9.96309,2.324973
8000,2.329749,10.328147,10.333075,9.80809,2.33273
8000,2.32947,10.371921,10.331638,9.769391,2.324873
8000,2.32955,10.337424,10.323786,9.727161,2.324869
8000,1.950344,10.327305,10.334068,9.729743,2.328859
8000,1.782066,10.439831,10.331203,9.762724,2.324754
8000,1.782026,10.337667,10.323822,9.737567,2.324682
8000,1.78195,10.327728,10.331008,9.708161,2.32477
8000,1.781958,10.340907,10.331295,9.690732,2.332646
8000,1.781998,10.341932,10.324317,9.698341,2.324706
8100,2.331752,10.34876,10.337059,9.903413,2.324655
8100,2.329269,10.374035,10.327022,9.726253,2.324403
8100,2.280349,10.32344,10.338931,9.861365,2.324556
8100,1.781396,10.332788,10.336488,9.84972,2.32441
8100,1.781388,10.336003,10.327054,9.87589,2.33204
8100,1.781242,10.323555,10.335554,9.84639,2.324434
8100,1.781227,10.432705,10.334648,9.749361,2.324493
8100,1.78125,10.333797,10.327326,9.916614,2.324466
8100,1.781329,10.323523,10.33596,9.829421,2.32445
8100,1.781309,10.332071,10.327113,9.797757,2.324533
8200,2.333438,10.373035,10.324053,10.045376,2.324706
8200,2.328179,10.327693,10.33417,9.842006,2.32406
8200,2.328229,10.344556,10.332998,9.855125,2.324157
8200,2.328109,10.441316,10.325902,9.825747,2.3242
8200,2.32812,10.32744,10.333014,9.856106,2.32422
8200,2.315765,10.337129,10.332936,9.804438,2.33176
8200,1.78193,10.339005,10.326104,9.794648,2.324356
8200,1.782094,10.323294,10.333251,9.781989,2.324228
8200,1.782401,9.977503,10.33308,9.75989,2.324294
8200,1.782035,10.331188,10.325914,9.722906,2.324356
8300,1.879338,10.325485,10.331889,10.051746,2.324022
8300,1.780159,10.380811,10.329854,9.830372,2.323811
8300,1.780336,10.337723,10.323674,9.846259,2.323788
8300,1.779994,10.323055,10.329843,9.821323,2.323957
8300,1.780121,10.445666,10.329816,9.754037,2.323968
8300,1.779963,10.34033,10.32299,9.805724,2.332998
8300,1.780105,10.322936,10.329839,9.996506,2.324011
8300,1.779948,10.331381,10.329793,9.859892,2.323961
8300,1.795169,10.329985,10.323051,9.735246,2.323957
8300,1.780036,10.322997,10.329916,9.90413,2.323957
8400,2.020411,10.327644,10.331854,10.046828,2.323951
8400,1.779741,10.366408,10.329426,10.007539,2.32359
8400,1.77957,10.340229,10.329582,10.034234,2.323601
8400,1.779719,10.326352,10.323023,10.011659,2.33206
8400,1.779548,10.192816,10.329662,10.026927,2.3237
8400,1.77951,10.340381,10.329418,9.950631,2.32367
8400,1.779646,10.326071,10.322958,9.965641,2.32362
8400,1.779483,10.33456,10.32965,9.952124,2.32362
8400,1.793634,10.337262,10.329574,9.977523,2.323613
8400,1.779692,10.32623,10.323023,10.076996,2.323719
8500,2.332638,10.364255,10.342076,10.106443,2.323708
8500,2.328177,10.339076,10.325159,9.94186,2.3234
8500,2.327712,10.325947,10.332797,9.915753,2.323434
8500,2.327783,10.440412,10.33244,9.904055,2.323333
8500,2.228876,10.334539,10.332102,9.904006,2.323461
8500,1.778935,10.325065,10.325072,9.886991,2.33135
8500,1.778995,10.338096,10.331941,9.941676,2.323483
8500,1.778969,10.33413,10.331944,9.913961,2.323449
8500,1.778954,10.324986,10.32502,9.867625,2.323262
8500,1.778939,10.336973,10.337897,9.897498,2.32334
8600,1.894103,10.326892,10.326844,10.195619,2.330728
8600,1.778222,10.370177,10.333001,10.033376,2.323242
8600,1.778375,10.335677,10.335399,9.993306,2.323104
8600,1.778015,10.325341,10.325441,10.017197,2.323238
8600,1.778144,10.338951,10.332459,9.981061,2.323193
8600,1.778055,10.429259,10.393527,9.953558,2.323316
8600,1.778041,10.335251,10.334865,10.010788,2.331968
8600,1.778159,10.325378,10.325374,10.011162,2.323086
8600,1.789758,10.334211,10.336861,9.968906,2.323334
8600,1.778115,10.33256,10.33439,9.989795,2.323193
8700,2.283913,10.370126,10.33075,10.008696,2.323479
8700,2.327379,10.32521,10.321956,9.946019,2.322932
8700,2.316273,10.333869,10.329,9.971181,2.322954
8700,2.32724,10.33683,10.331605,10.012405,2.322943
8700,2.327368,10.325192,10.322679,9.916718,2.383107
8700,2.327317,10.426074,10.328732,9.890823,2.322965
8700,2.327166,10.334456,10.328641,9.877923,2.32295
8700,1.89392,10.333436,10.329125,9.897475,2.322958
8700,1.779745,10.325184,10.321996,9.897966,2.322932
8700,1.779302,10.332702,10.328604,9.832354,2.323042
8800,2.33345,10.370812,10.335823,10.20576,2.330494
8800,2.327563,10.338522,10.333048,10.14924,2.32288
8800,2.327077,10.325173,10.326171,9.91548,2.322826
8800,2.327447,10.419718,10.33315,9.907326,2.322673
8800,2.251731,10.337658,10.336077,9.918444,2.322677
8800,1.777494,10.322279,10.331456,9.882708,2.322833
8800,1.777396,10.330741,10.324803,10.037041,2.329402
8800,1.777581,10.331234,10.331427,10.004395,2.322673
8800,1.777458,10.3306,10.33139,9.931008,2.32267
8800,1.777483,10.328362,10.324807,10.026467,2.322818
8900,2.333226,10.326568,10.329728,10.206452,2.322944
8900,1.840453,10.361616,10.321623,10.071402,2.322546
8900,1.777069,10.333365,10.328663,10.016005,2.329618
8900,1.7769,10.42325,10.32872,9.990045,2.322696
8900,1.77708,10.324176,10.321522,9.990501,2.322542
8900,1.776843,10.333031,10.331496,9.979684,2.322646
8900,1.776951,10.33571,10.334218,9.956845,2.322592
8900,1.777055,10.324771,10.32924,9.923795,2.322668
8900,1.777008,10.33585,10.321508,9.972063,2.329349
8900,1.791089,10.331252,10.328358,9.990892,2.322596
9000,1.784349,10.341903,10.324481,10.25762,2.322659
9000,1.776657,10.364566,10.331809,10.103982,2.322368
9000,1.776398,10.33045,10.330603,10.105187,2.329234
9000,1.798919,10.32135,10.330677,10.065944,2.322329
9000,1.776433,10.420734,10.324591,10.0532,2.322208
9000,1.776316,10.330571,10.332795,10.048441,2.322386
9000,1.776277,10.321311,10.330482,10.042823,2.322333
9000,1.776401,10.333036,10.323903,10.076601,2.322297
9000,1.776433,10.332841,10.330422,9.927687,2.328589
9000,1.77638,10.328237,10.33056,9.921293,2.322407
9100,2.330956,10.342084,10.339169,10.228066,2.330605
9100,2.326487,10.367199,10.321297,10.023708,2.322236
9100,2.262847,10.332367,10.329505,10.014486,2.322057
9100,1.776152,10.324163,10.337488,9.962649,2.322247
9100,1.776025,10.335384,10.331473,9.961004,2.322201
9100,1.775945,10.424346,10.321325,10.012385,2.321994
9100,1.77612,10.333335,10.331862,9.974253,2.328953
9100,1.775903,10.327948,10.32921,9.973057,2.322275
9100,1.775931,10.333048,10.324159,9.970629,2.322138
9100,1.775955,10.332164,10.332413,10.025507,2.322022
9200,2.209509,10.367304,10.322182,10.184846,2.32227
9200,2.326024,10.329583,10.327754,9.96405,2.329542
9200,2.325955,10.320891,10.327525,10.035433,2.321937
9200,2.325816,10.331789,10.320919,10.076832,2.321927
9200,2.326003,10.415815,10.329773,10.05522,2.32192
9200,2.325788,10.324049,10.327404,10.027377,2.321923
9200,2.2012,10.332712,10.331463,10.050501,2.321771
9200,1.776567,10.332261,10.320808,9.995703,2.329383
9200,2.32073,10.330561,10.3279,10.004509,2.321781
9200,2.325764,10.324066,10.327234,9.967488,2.321826
9300,1.786432,10.325818,10.330973,10.30657,2.322008
9300,1.804585,10.332998,10.330194,10.116502,2.321734
9300,1.775088,10.33501,10.323789,10.104681,2.329566
9300,1.775081,10.447739,10.332799,10.062142,2.321662
9300,1.774951,10.323161,10.33005,10.013198,2.321775
9300,1.774917,10.33235,10.330139,10.002853,2.321638
9300,1.775119,10.334443,10.323875,9.900565,2.321658
9300,1.774961,10.33677,10.329477,9.998943,2.321648
9300,1.774955,10.323618,10.329607,10.06626,2.328169
9300,1.785306,10.330675,10.329415,10.032621,2.321881
9400,2.32801,10.325916,10.332042,10.237101,2.321885
9400,2.325508,10.362308,10.332416,10.123122,2.327844
9400,2.151792,10.331652,10.324201,9.985605,2.32146
9400,1.774664,10.414348,10.32992,10.062019,2.321348
9400,1.774474,10.324181,10.329954,9.988406,2.321399
9400,1.774531,10.332888,10.330144,10.13916,2.321433
9400,1.774623,10.334918,10.329832,10.033733,2.321457
9400,1.77465,10.335272,10.323977,9.999368,2.327654
9400,2.281462,10.323465,10.373233,10.017352,2.321365
9400,2.211455,10.330714,10.327604,10.00439,2.321392
9500,2.33053,10.356982,10.323533,10.33114,2.321814
9500,2.348778,10.320862,10.330525,10.175726,2.32138
9500,2.325399,10.329228,10.330172,10.118428,2.321357
9500,1.80179,10.413715,10.330743,10.122796,2.321189
9500,1.774211,10.329265,10.324497,10.077443,2.327818
9500,1.774245,10.320684,10.329285,10.095355,2.321199
9500,1.774083,10.330895,10.330538,10.024883,2.321266
9500,1.77408,10.332158,10.330468,10.128189,2.321256
9500,1.789916,10.327326,10.324504,10.105687,2.3213
9500,1.774315,10.320468,10.329026,10.078626,2.32759
9600,2.329106,10.32476,10.331038,10.243188,2.321724
9600,2.325149,10.361109,10.329688,10.054072,2.321246
9600,2.325083,10.330812,10.329113,10.050727,2.321256
9600,2.170361,10.412966,10.329026,10.113965,2.327836
9600,2.324887,10.331051,10.320165,10.02295,2.321222
9600,2.325043,10.322399,10.3263,10.061477,2.321192
9600,1.802047,10.330669,10.326233,10.084339,2.321206
9600,2.280854,10.334695,10.326802,10.077566,2.321123
9600,2.324903,10.326971,10.320225,10.00143,2.321266
9600,1.915127,10.320211,10.326323,10.040423,2.327357
9700,1.782923,10.338309,10.327825,10.365102,2.321127
9700,1.77491,10.358188,10.326271,10.135943,2.32086
9700,1.773505,10.330799,10.326252,10.124136,2.32089
9700,1.774456,10.324034,10.31991,10.158359,2.320857
9700,1.792851,10.414288,10.326334,10.144818,2.390163
9700,1.77441,10.335206,10.326689,10.138885,2.321022
9700,1.773373,10.332938,10.33151,10.140658,2.320979
9700,1.774406,10.338102,10.320032,10.136904,2.320972
9700,1.773238,10.324027,10.332481,10.161054,2.320985
9700,1.774383,10.330286,10.328006,10.169952,2.328186
9800,2.328251,10.34035,10.330546,10.361069,2.321004
9800,2.324629,10.358157,10.328488,10.183089,2.327199
9800,2.324698,10.333611,10.328589,10.221494,2.320893
9800,2.055853,10.412783,10.328319,10.20684,2.320718
9800,1.772847,10.323491,10.322016,10.170709,2.320779
9800,1.772785,10.331416,10.328302,10.09556,2.320838
9800,1.772713,10.333523,10.328908,10.155615,2.320858
9800,1.772834,10.33682,10.32868,10.155201,2.326685
9800,1.772778,10.329045,10.329299,10.087681,2.320825
9800,1.772736,10.322707,10.32241,10.090072,2.320877
9900,2.326291,10.362064,10.327477,10.335445,2.321052
9900,1.997389,10.322622,10.319617,10.135496,2.320516
9900,1.77274,10.32985,10.325398,10.171292,2.320755
9900,1.772624,10.333391,10.325607,10.091095,2.32059
9900,1.772701,10.410192,10.325565,10.103576,2.327129
9900,1.772563,10.330399,10.326462,10.138895,2.320594
9900,1.772705,10.321841,10.319581,10.150067,2.32059
9900,1.772779,10.326687,10.33105,10.149928,2.320507
9900,1.78849,10.325459,10.330208,10.175867,2.320687
9900,1.772711,10.325772,10.325907,10.173462,2.32741
10000,2.33068,10.334735,10.322299,10.387033,2.320823
10000,2.32542,10.357191,10.326892,10.094898,2.320472
10000,2.325429,10.329973,10.328434,10.283571,2.320405
10000,2.159564,10.414002,10.326126,10.230453,2.320444
10000,1.776514,10.32168,10.326768,10.135018,2.326808
10000,1.777724,10.331205,10.323646,10.035437,2.320364
10000,1.776658,10.333018,10.329666,10.278834,2.320517
