SIZE,toupper_rawloop,toupper_rawloop_algo,toupper_transform,toupper_branch
6100,2.07087,9.083803,7.117734,7.159543
6200,2.075316,7.11758,7.127393,7.53545
6200,2.071298,7.103741,7.357971,7.314559
6200,2.071181,7.118393,7.497075,7.210186
6200,2.071068,7.227958,7.430569,7.185633
6200,1.992535,7.105821,7.377366,7.270112
6200,1.589925,7.119895,7.162421,7.286848
6200,1.589984,7.102785,7.150159,7.354817
6200,2.061691,7.199085,7.163289,7.364831
6200,2.071105,7.101061,7.202105,7.337334
6200,2.071156,7.099485,7.147136,7.224159
6300,2.07414,7.118354,7.097253,7.492845
6300,2.083108,7.111177,7.359032,7.349676
6300,1.589372,7.116183,7.313651,7.360039
6300,1.589355,7.190581,7.382939,7.388412
6300,1.589454,7.420751,7.387397,7.256323
6300,1.589496,7.100055,7.126262,7.25471
6300,1.589269,7.096382,7.122395,7.106431
6300,2.041619,7.108813,7.095437,7.198847
6300,2.070392,7.096989,7.102379,7.286855
6300,2.070611,7.106671,7.092012,7.290829
6400,2.073801,7.103923,7.175561,7.482638
6400,2.069442,7.118902,7.386994,7.354063
6400,2.070018,7.119958,7.431535,7.333901
6400,2.069409,7.313885,7.384865,7.332016
6400,2.06936,7.100531,7.242097,7.374595
6400,2.069336,7.111764,7.097866,7.360986
6400,1.635786,7.09902,7.120856,7.371565
6400,1.992136,7.198908,7.097456,7.381197
6400,2.069328,7.097817,7.097496,7.400201
6400,2.069299,7.097521,7.145718,7.440997
6500,1.612868,7.121364,7.20164,7.268708
6500,2.071384,7.148536,7.392768,7.686584
6500,2.08582,7.138028,7.44986,7.33264
6500,2.085704,7.524884,7.387668,7.291564
6500,2.085796,7.117564,7.219028,7.203512
6500,2.085552,7.146704,7.116236,7.212688
6500,2.08588,7.116956,7.136296,7.22054
6500,1.694444,7.121708,7.115848,7.162788
6500,1.604168,7.146464,7.131572,7.17514
6500,1.60436,7.120176,7.132916,7.179928
6600,2.072109,7.100257,7.30002,7.420829
6600,2.068639,7.164292,7.288324,7.267095
6600,2.068611,7.112718,7.545358,7.271585
6600,2.068312,7.238022,7.368888,7.274008
6600,2.068272,7.097409,7.161452,7.222615
6600,2.068335,7.284782,7.138989,7.561462
6600,2.068655,7.097819,7.111114,7.179628
6600,1.739613,7.105662,7.094766,7.207318
6600,1.587127,7.341057,7.106182,7.237376
6600,1.587072,7.100809,7.099194,7.228331
6700,1.59453,7.101155,7.27085,7.950517
6700,1.586481,7.109114,7.329152,7.517136
6700,1.586369,7.10443,7.446353,7.530884
6700,1.586066,7.311875,7.360759,7.521796
6700,1.586027,7.096766,7.126103,7.473762
6700,1.586151,7.10923,7.104197,7.395428
6700,1.586159,9.080721,7.313171,7.52369
6700,1.608329,7.981872,7.097996,7.382708
6700,1.586109,7.095365,7.107977,7.316773
6700,1.586081,7.144501,7.097655,7.313043
6800,2.071431,7.184622,7.327175,7.533099
6800,1.920666,7.109964,7.268109,7.529535
6800,1.585182,7.13435,7.271829,7.555191
6800,1.58527,7.094907,7.100451,7.585313
6800,1.585098,7.105135,7.296621,7.53215
6800,1.585144,7.09454,7.093649,7.425436
6800,1.586677,7.102409,7.102286,7.352376
6800,1.58678,7.096826,7.282199,7.33455
6800,2.071466,7.241753,7.310646,7.331522
6800,2.084929,7.175404,7.148891,7.346724
6900,1.593796,7.123461,7.302311,7.575533
6900,1.584806,7.113932,7.357623,7.33258
6900,1.584425,7.10912,7.407758,7.297054
6900,1.584583,7.259878,7.345592,7.40682
6900,1.584218,7.097883,7.117888,7.27411
6900,1.612245,7.148376,7.134423,7.374207
6900,1.584248,7.098358,7.093621,7.43271
6900,1.584267,7.25131,7.108946,7.449626
6900,1.584289,7.092487,7.099926,7.2707
6900,1.584255,7.114828,7.103984,7.27214
7000,2.069652,7.114833,7.464871,7.536665
7000,2.066933,8.588799,7.381055,7.43701
7000,2.066759,7.443109,7.282269,7.421748
7000,2.066896,7.093784,7.1031,7.321682
7000,2.066751,7.103876,7.114636,7.318881
7000,2.064797,7.092514,9.082079,7.430978
7000,1.583326,8.609176,8.197265,7.399882
7000,1.984506,7.092934,7.095437,7.281813
7000,2.066554,7.112382,7.117132,7.315943
7000,2.066395,7.304785,7.095426,7.406809
7100,2.069497,7.112794,7.699296,7.584537
7100,1.803964,7.094378,7.318172,7.325983
7100,1.583539,7.115918,7.443467,7.351137
7100,1.58325,7.202286,7.154233,7.332311
7100,1.583385,7.110323,7.110927,7.255728
7100,1.583411,7.092265,7.097725,7.291795
7100,1.583217,7.104877,7.101457,7.328539
7100,1.583232,7.097685,7.093745,7.361461
7100,1.583308,7.101874,7.103046,7.384549
7100,1.583246,7.109081,7.088461,7.29215
7200,1.724573,7.098054,7.398004,7.713438
7200,1.582262,7.155915,7.396411,7.479481
7200,1.58223,7.111231,7.414384,7.538808
7200,1.582165,7.232803,7.143717,7.488354
7200,1.582248,7.094645,7.11234,7.384029
7200,1.582226,7.283734,7.102218,7.420494
7200,1.582259,7.094111,7.101185,7.395353
7200,1.582114,7.26319,7.108823,7.397538
7200,1.582255,7.10264,7.094728,7.391489
7200,1.592619,7.495558,7.103359,7.328884
7300,2.068756,7.127241,7.627673,7.771792
7300,2.06607,7.10434,7.343597,7.597364
7300,2.066281,7.205644,7.249053,7.286375
7300,2.006459,7.094784,7.094214,7.312033
7300,1.581758,7.108934,7.132259,7.321066
7300,2.056137,7.102459,7.098053,7.340267
7300,2.065828,7.111805,7.111032,7.380723
7300,2.065988,7.093398,7.093074,7.410645
7300,2.066042,7.126425,7.101615,7.342685
7300,2.066192,7.338461,7.093858,7.435822
7400,1.5886,7.107613,7.343538,7.935334
7400,1.581264,7.096763,7.433193,7.592998
7400,1.581253,7.207365,7.302234,7.702746
7400,1.581169,7.174082,7.104398,7.618938
7400,1.58106,7.120964,7.111699,7.721139
7400,1.602229,7.091985,7.090882,7.754068
7400,1.581088,7.231099,7.103502,7.472857
7400,1.581278,7.094437,7.090042,7.483324
7400,1.581232,7.10768,7.111221,7.487866
7400,1.581232,7.224269,7.109693,7.431872
7500,2.067825,7.118377,7.486319,7.845819
7500,2.065346,7.121008,7.381608,7.704868
7500,2.065305,7.218519,7.137319,7.756965
7500,2.06526,7.118121,7.113635,7.701803
7500,1.788998,7.170557,7.092003,7.671231
7500,2.055484,7.100895,7.113687,7.558429
7500,2.065156,7.31249,7.095622,7.543862
7500,2.065242,7.097414,7.991634,7.571609
7500,2.06569,7.323701,7.092679,7.542042
7500,2.065211,7.404786,7.143975,7.509757
7600,2.067274,7.100234,7.528752,7.831959
7600,2.065105,7.160509,7.285104,7.610864
7600,2.064995,7.221459,7.125693,7.631534
7600,2.064643,7.092475,7.091616,7.56144
7600,2.064585,7.243935,7.108099,7.732003
7600,2.064574,7.097093,7.099923,7.550605
7600,1.788324,7.102006,7.091811,7.503781
7600,1.580694,8.901261,7.099208,7.409254
7600,1.580684,7.265344,7.092171,7.446951
7600,1.580557,7.261232,7.101609,7.629857
7700,2.066439,7.124648,7.114245,7.794371
7700,1.606702,7.107306,7.090899,7.68921
7700,2.049357,7.118219,7.106138,7.739933
7700,2.064002,7.515736,7.090757,7.780645
7700,2.063758,7.311899,7.103419,7.792227
7700,2.063873,7.700987,7.093131,7.577322
7700,2.063877,7.170807,7.101471,7.493457
7700,2.063812,7.216415,7.092628,7.470914
7700,1.643217,7.10551,7.099519,7.486838
7700,1.581239,7.092084,7.09073,7.413961
7800,2.066777,7.108397,7.36751,7.78669
7800,2.0314,7.15958,7.392403,7.60727
7800,1.582177,7.212673,7.125283,7.630777
7800,1.581947,7.110597,7.425243,7.638793
7800,1.58193,7.09569,7.09845,7.607653
7800,1.582087,7.346757,7.090203,7.604333
7800,1.581997,7.091843,7.097157,7.545647
7800,1.582033,7.100627,7.09121,7.57727
7800,1.582093,7.13402,7.099773,7.572737
7800,1.58204,7.407383,7.107517,7.819827
7900,2.06619,7.114291,7.557302,7.915851
7900,2.0054,7.130085,7.172041,7.669454
7900,1.584042,7.194812,7.130497,7.593929
7900,2.043679,7.120722,7.120528,7.792786
7900,2.063001,7.101232,7.118678,7.651846
7900,2.062949,7.301323,7.123997,7.566125
7900,2.062962,7.172495,7.104026,7.57768
7900,2.062939,7.105477,7.111764,7.595387
7900,1.820675,7.356173,7.10375,7.747075
7900,1.790107,7.365849,7.114344,7.741158
8000,1.590147,7.095514,7.48191,7.985702
8000,1.583644,7.110756,7.289607,7.832542
8000,1.583722,7.212104,7.091845,7.845799
8000,1.583627,7.095501,7.10516,7.792236
8000,1.583754,7.098796,7.092563,7.762554
8000,1.583621,7.089596,7.154225,7.773236
8000,1.601061,7.176556,7.093093,7.800972
8000,1.583579,7.090255,7.102521,7.755923
8000,1.583572,7.20696,7.097399,7.737906
8000,1.583605,7.314453,7.107103,7.889876
8100,1.590558,7.10831,7.517329,7.98244
8100,1.583204,7.112595,7.209993,7.883348
8100,1.608466,7.189491,7.126712,7.858702
8100,1.583082,7.344188,7.098292,7.890968
8100,1.583134,7.090258,7.100635,7.869077
8100,1.582986,7.280581,7.092071,7.964214
8100,1.583101,7.090566,7.109408,7.834323
8100,1.583053,7.102089,7.142425,7.892168
8100,1.583044,7.255887,7.204276,7.862827
8100,1.583053,7.357907,7.15294,7.834837
8200,2.064413,7.168603,7.444691,8.032221
8200,2.06342,7.263937,7.134647,7.752388
8200,2.062932,7.214401,7.143129,7.722549
8200,1.662085,7.14356,7.16008,7.815143
8200,1.885117,7.138573,7.141208,7.718506
8200,2.062764,7.149413,7.182437,7.823077
8200,2.063198,7.33584,7.145276,7.743117
8200,2.062697,7.207752,7.159103,7.716936
8200,2.063395,7.483628,7.142682,7.722653
8200,1.852221,7.430223,7.153164,7.940099
8300,2.083258,7.148772,7.362624,8.021933
8300,2.067413,7.203645,7.147362,7.853234
8300,2.064832,7.236978,7.144139,7.794747
8300,2.067677,7.147059,7.15291,7.851095
8300,2.070953,7.33289,7.199842,7.859073
8300,2.074556,7.132596,7.142194,7.930175
8300,2.094823,7.176304,7.14647,7.82528
8300,1.586937,7.207667,7.145207,7.804373
8300,1.592253,7.461395,7.188966,7.97186
8300,1.592757,7.490873,7.150132,8.045894
8400,2.065533,7.130723,7.26418,8.056016
8400,2.063444,7.223521,7.089024,7.910231
8400,2.064493,7.14731,7.122762,7.926403
8400,1.655287,7.133465,7.098322,7.798914
8400,1.582889,7.104782,7.089699,7.937497
8400,1.5876,7.152461,7.920157,7.967873
8400,1.583901,7.128856,9.015741,7.757796
8400,1.586161,7.304669,7.839489,7.753315
8400,1.586266,7.442574,7.120765,7.899565
8400,1.589046,7.405048,7.089649,7.808193
8500,2.063583,7.109691,7.287834,8.1325
8500,2.061928,7.103191,7.096633,7.99255
8500,2.061938,7.181763,7.111413,8.055565
8500,2.061717,7.167331,7.10424,8.014684
8500,1.683699,7.088762,7.087918,7.997169
8500,1.580965,7.896607,7.099098,7.745935
8500,1.580821,7.087364,7.089316,7.692831
8500,1.580913,7.292905,7.097761,7.666935
8500,1.580941,7.3408,7.088013,7.811939
8500,1.580944,7.401328,7.09391,7.830937
8600,2.064019,7.12858,7.159033,7.94706
8600,2.061334,7.211817,7.153973,7.917305
8600,2.06177,7.110683,7.105253,7.71176
8600,2.061389,7.108633,7.11006,7.852463
8600,1.987906,7.101522,7.104911,7.936316
8600,1.580682,7.181312,7.116007,7.776461
8600,2.051714,7.103239,7.101933,7.883103
8600,2.061365,7.292078,7.108312,8.009306
8600,2.061422,7.42173,7.108654,8.02685
8600,2.061301,7.351458,7.101997,7.865862
8700,2.063309,7.112088,7.138775,8.207752
8700,2.061149,7.186582,7.155481,8.075513
8700,2.061092,7.134035,7.128549,8.048736
8700,1.718065,7.668004,7.104312,7.955453
8700,1.579724,7.208969,7.094246,7.817829
8700,1.579575,7.09679,7.086408,7.768749
8700,1.579685,7.100654,7.097665,7.640614
8700,1.579521,7.273655,7.094548,7.643662
8700,1.579661,7.395706,7.097845,7.791722
8700,2.051379,7.368092,7.097749,7.781092
8800,2.062418,7.100485,7.202889,7.959155
8800,1.691075,7.156772,7.114817,7.814835
8800,1.57888,7.172195,7.093819,7.755138
8800,1.578661,7.089145,7.087816,7.749932
8800,1.578841,7.286583,7.093054,7.764345
8800,1.579021,7.090368,7.086785,7.776248
8800,1.57877,7.100361,7.091175,7.682897
8800,1.578942,7.236725,7.090885,7.701023
8800,1.588748,7.331911,7.085913,7.699321
8800,1.578859,7.467974,7.092602,7.68667
8900,2.062311,7.104807,7.143731,7.978544
8900,2.060351,7.171116,7.102236,7.764777
8900,2.060006,7.114976,7.091664,7.749531
8900,2.059986,7.091801,7.093562,7.856566
8900,2.059992,7.095125,7.090647,7.806497
8900,1.650255,7.252276,7.100194,7.747728
8900,1.578887,7.090796,7.09377,7.772285
8900,1.578916,7.302044,7.085868,7.814171
8900,1.578822,7.392244,7.092368,7.905639
8900,1.578869,7.332242,7.094106,7.896267
9000,2.062375,7.104491,7.146929,8.280466
9000,1.631818,7.173929,7.086652,8.204372
9000,1.578552,7.154917,7.095175,8.078041
9000,1.57855,7.094866,8.200079,8.00958
9000,1.578515,7.407325,8.928016,7.764819
9000,1.578506,7.096518,7.085113,7.756927
9000,2.050698,7.101825,7.093034,7.693354
9000,1.980833,7.617882,7.086384,7.748558
9000,2.031374,7.36916,7.092127,7.744759
9000,2.060116,7.39284,7.090781,7.710557
9100,2.061897,7.110149,7.094326,8.165726
9100,2.060026,7.357526,7.100066,8.008126
9100,2.060097,7.085937,7.093274,7.821131
9100,2.060031,7.105663,7.089029,7.757329
9100,2.074097,7.099523,7.10028,7.758723
9100,1.983106,7.086743,7.088234,7.8671
9100,2.00242,7.193646,7.103206,7.828623
9100,2.060194,7.320183,7.09362,7.805763
9100,2.060109,7.495309,7.08908,8.018014
9100,1.9305,7.211549,7.093543,8.064811
9200,2.061565,7.09414,7.103808,8.209427
9200,2.059875,7.165244,7.086656,7.914321
9200,1.705238,7.285675,7.101934,7.86084
9200,1.577457,7.084681,7.09276,7.752061
9200,1.577383,7.094544,9.072943,7.975879
9200,1.577465,7.084503,7.44317,7.932784
9200,1.57755,7.100558,7.090901,7.944585
9200,1.577578,7.421553,7.086809,7.860419
9200,1.577431,7.399504,7.161172,7.844288
9200,1.705767,7.415723,7.092257,8.02867
9300,2.06069,7.106096,7.106415,8.244267
9300,2.059111,7.298742,7.086188,8.073349
9300,2.059004,7.092157,7.097692,8.07593
9300,2.059029,7.235836,7.149511,8.080054
9300,1.795342,7.116748,7.178522,8.029837
9300,2.049261,7.094581,7.111559,8.106258
9300,2.05901,7.292172,7.086026,8.153832
9300,2.059077,7.394294,7.095095,8.190595
9300,2.05899,7.37833,7.093141,8.185362
9300,1.928188,7.149502,7.088825,8.114362
9400,2.061653,7.147978,7.144233,8.736445
9400,2.059513,7.189476,7.092521,7.92496
9400,2.059302,7.098061,7.093901,7.856373
9400,1.972592,7.086261,7.096371,7.833916
9400,1.576256,7.14329,7.086499,7.773001
9400,2.044729,7.087885,7.097408,7.800277
9400,2.059291,7.243445,7.092659,7.803676
9400,2.059269,7.429506,7.086452,7.784845
9400,2.059217,7.360282,7.094908,7.783498
9400,1.798475,7.147309,7.094465,7.842693
9500,2.059892,7.106019,7.102346,8.031693
9500,2.058828,7.241192,7.089685,7.811615
9500,2.058839,7.100575,8.784461,7.898225
9500,1.760457,7.226834,7.796415,7.783776
9500,1.57566,7.200062,7.096391,7.784816
9500,1.575838,7.086505,7.089896,7.783866
9500,1.575712,7.181351,7.09549,7.858563
9500,1.575726,7.35173,7.098408,7.876484
9500,1.575652,7.406417,7.087482,7.873996
9500,1.575879,7.191255,7.11883,8.015113
9600,2.059782,7.095292,7.09504,8.272049
9600,1.908982,7.197648,7.094439,8.173468
9600,1.575145,7.108571,7.09176,8.178806
9600,1.575042,9.098743,7.086208,8.155802
9600,1.575026,7.091002,7.092017,8.116247
9600,1.575053,7.096811,7.094948,8.139129
9600,1.575102,7.272728,7.085152,8.099043
9600,1.575012,7.375553,7.093076,8.11089
9600,1.584432,7.426134,7.087061,7.890139
9600,1.575012,7.128675,7.091438,7.853289
9700,1.5814,7.101391,7.10432,8.180629
9700,1.575517,7.182503,7.086327,7.894053
9700,1.575514,7.091814,7.100595,7.812871
9700,1.575327,7.095462,7.101702,7.806197
9700,1.590235,7.14688,7.086753,8.031119
9700,1.575244,7.086244,7.093215,8.129715
9700,1.575356,7.177279,7.092272,8.02056
9700,1.57519,7.335184,7.0869,7.990639
9700,1.575233,7.424874,7.100696,7.80286
9700,1.57526,7.219726,7.184293,7.803158
9800,2.059624,7.106691,7.086849,8.002874
9800,1.654271,7.195797,7.092909,7.86569
9800,1.574677,7.106593,7.111536,7.896447
9800,1.574547,7.2351,7.090707,7.968424
9800,1.574565,7.087122,7.097164,8.032711
9800,1.574573,7.093938,7.096185,8.089773
9800,1.57451,7.284306,7.087038,8.008504
9800,1.583405,7.4405,7.094113,7.949086
9800,1.574687,7.44037,7.092896,7.885649
9800,2.029284,7.134055,7.086143,7.938766
9900,2.06122,7.125282,7.087563,8.277284
9900,2.058449,7.213918,7.094667,8.258044
9900,1.646853,7.165731,7.090116,8.169071
9900,1.574345,8.783567,7.090707,8.19957
9900,1.574324,7.089785,7.083629,8.095163
9900,1.574261,7.704769,7.089772,8.045151
9900,1.5743,7.353362,7.089559,7.925651
9900,1.574198,7.352876,7.083936,7.957552
9900,1.585711,7.310365,7.088196,7.952838
9900,1.579773,7.100319,7.088745,8.083807
10000,1.92211,7.150525,7.11112,8.379644
10000,1.577508,7.178798,7.087233,8.224375
10000,1.577389,7.105056,7.092194,8.242744
10000,2.053659,7.215216,7.098309,8.205808
10000,2.058329,7.095067,7.091206,8.198996
10000,2.058371,7.091747,7.087735,8.451474
10000,1.696383,7.525474,7.091081,8.787719
10000,1.577347,7.36587,7.091846,8.095643
10000,1.577568,7.298382,7.086277,8.006549
10000,1.577326,7.434497,7.090671,8.141388
